。 : 。 0 | 、 1 | 的 2 | 国 3 | ， 4 | 一 5 | 在 6 | 中 7 | 人 8 | 了 9 | 是 10 | 和 11 | 有 12 | 大 13 | １ 14 | 不 15 | 年 16 | ０ 17 | 会 18 | 为 19 | 
拈 : 茎 0 | 胄 1 | 冢 2 | 抡 3 | 孺 4 | 笙 5 | 淆 6 | 囤 7 | 稷 8 | 晦 9 | 趾 10 | 鳖 11 | 仃 12 | 谏 13 | 芋 14 | 忏 15 | 蚩 16 | 釜 17 | 嘻 18 | 谟 19 | 

─ : 笙 0 | 囤 1 | 抡 2 | 晦 3 | 胄 4 | 鳖 5 | 茎 6 | 谏 7 | 冢 8 | 忏 9 | 孺 10 | 釜 11 | 淆 12 | 谟 13 | 稷 14 | 眈 15 | 趾 16 | 鸫 17 | 仃 18 | 赎 19 | 

熹 : 鳖 0 | 谏 1 | 晦 2 | 忏 3 | 囤 4 | 釜 5 | 笙 6 | 谟 7 | 抡 8 | 眈 9 | 胄 10 | 鸫 11 | 茎 12 | 赎 13 | 冢 14 | 镍 15 | 孺 16 | 呻 17 | 淆 18 | 遒 19 | 

Ⅱ : 釜 0 | 谟 1 | 忏 2 | 眈 3 | 谏 4 | 鸫 5 | 鳖 6 | 赎 7 | 晦 8 | 镍 9 | 囤 10 | 呻 11 | 笙 12 | 遒 13 | 抡 14 | 泯 15 | 胄 16 | 淦 17 | 茎 18 | 扈 19 | 

胺 : 鸫 0 | 赎 1 | 眈 2 | 镍 3 | 谟 4 | 呻 5 | 釜 6 | 遒 7 | 忏 8 | 泯 9 | 谏 10 | 淦 11 | 鳖 12 | 扈 13 | 晦 14 | 咒 15 | 囤 16 | 钛 17 | 笙 18 | 钠 19 | 

捺 : 呻 0 | 遒 1 | 镍 2 | 泯 3 | 赎 4 | 淦 5 | 鸫 6 | 扈 7 | 眈 8 | 咒 9 | 谟 10 | 钛 11 | 釜 12 | 钠 13 | 忏 14 | 铡 15 | 谏 16 | 箫 17 | 鳖 18 | 惚 19 | 

蚂 : 淦 0 | 扈 1 | 泯 2 | 咒 3 | 遒 4 | 钛 5 | 呻 6 | 钠 7 | 镍 8 | 铡 9 | 赎 10 | 箫 11 | 鸫 12 | 惚 13 | 眈 14 | 霭 15 | 谟 16 | 苞 17 | 釜 18 | 绛 19 | 

栌 : 钛 0 | 钠 1 | 咒 2 | 铡 3 | 扈 4 | 箫 5 | 淦 6 | 惚 7 | 泯 8 | 霭 9 | 遒 10 | 苞 11 | 呻 12 | 绛 13 | 镍 14 | 圻 15 | 赎 16 | 珩 17 | 鸫 18 | 牍 19 | 

菩 : 箫 0 | 惚 1 | 铡 2 | 霭 3 | 钠 4 | 苞 5 | 钛 6 | 绛 7 | 咒 8 | 圻 9 | 扈 10 | 珩 11 | 淦 12 | 牍 13 | 泯 14 | 罹 15 | 遒 16 | 嘶 17 | 呻 18 | 簧 19 | 

叽 : 苞 0 | 绛 1 | 霭 2 | 圻 3 | 惚 4 | 珩 5 | 箫 6 | 牍 7 | 铡 8 | 罹 9 | 钠 10 | 嘶 11 | 钛 12 | 簧 13 | 咒 14 | 锂 15 | 扈 16 | 芷 17 | 淦 18 | 阱 19 | 

赅 : 珩 0 | 牍 1 | 圻 2 | 罹 3 | 绛 4 | 嘶 5 | 苞 6 | 簧 7 | 霭 8 | 锂 9 | 惚 10 | 芷 11 | 箫 12 | 阱 13 | 铡 14 | 孢 15 | 钠 16 | 湮 17 | 钛 18 | 咧 19 | 

腈 : 嘶 0 | 簧 1 | 罹 2 | 锂 3 | 牍 4 | 芷 5 | 珩 6 | 阱 7 | 圻 8 | 孢 9 | 绛 10 | 湮 11 | 苞 12 | 咧 13 | 霭 14 | 猕 15 | 惚 16 | 蠡 17 | 箫 18 | 孀 19 | 

晌 : 芷 0 | 阱 1 | 锂 2 | 孢 3 | 簧 4 | 湮 5 | 嘶 6 | 咧 7 | 罹 8 | 猕 9 | 牍 10 | 蠡 11 | 珩 12 | 孀 13 | 圻 14 | 杞 15 | 绛 16 | ④ 17 | 苞 18 | 妃 19 | 

懵 : 湮 0 | 咧 1 | 孢 2 | 猕 3 | 阱 4 | 蠡 5 | 芷 6 | 孀 7 | 锂 8 | 杞 9 | 簧 10 | ④ 11 | 嘶 12 | 妃 13 | 罹 14 | 郜 15 | 牍 16 | 舜 17 | 珩 18 | 挎 19 | 

掖 : 蠡 0 | 孀 1 | 猕 2 | 杞 3 | 咧 4 | ④ 5 | 湮 6 | 妃 7 | 孢 8 | 郜 9 | 阱 10 | 舜 11 | 芷 12 | 挎 13 | 锂 14 | 囱 15 | 簧 16 | 迤 17 | 嘶 18 | 珞 19 | 

颍 : ④ 0 | 妃 1 | 杞 2 | 郜 3 | 孀 4 | 舜 5 | 蠡 6 | 挎 7 | 猕 8 | 囱 9 | 咧 10 | 迤 11 | 湮 12 | 珞 13 | 孢 14 | 玖 15 | 阱 16 | 匣 17 | 芷 18 | 丐 19 | 

焖 : 舜 0 | 挎 1 | 郜 2 | 囱 3 | 妃 4 | 迤 5 | ④ 6 | 珞 7 | 杞 8 | 玖 9 | 孀 10 | 匣 11 | 蠡 12 | 丐 13 | 猕 14 | 惘 15 | 咧 16 | 疟 17 | 湮 18 | 茏 19 | 

漱 : 迤 0 | 珞 1 | 囱 2 | 玖 3 | 挎 4 | 匣 5 | 舜 6 | 丐 7 | 郜 8 | 惘 9 | 妃 10 | 疟 11 | ④ 12 | 茏 13 | 杞 14 | 咛 15 | 孀 16 | 咚 17 | 蠡 18 | 菠 19 | 

淅 : 匣 0 | 丐 1 | 玖 2 | 惘 3 | 珞 4 | 疟 5 | 迤 6 | 茏 7 | 囱 8 | 咛 9 | 挎 10 | 咚 11 | 舜 12 | 菠 13 | 郜 14 | 铧 15 | 妃 16 | 撮 17 | ④ 18 | 妖 19 | 

疹 : 疟 0 | 茏 1 | 惘 2 | 咛 3 | 丐 4 | 咚 5 | 匣 6 | 菠 7 | 玖 8 | 铧 9 | 珞 10 | 撮 11 | 迤 12 | 妖 13 | 囱 14 | 碉 15 | 挎 16 | 畈 17 | 舜 18 | 荀 19 | 

殚 : 咚 0 | 菠 1 | 咛 2 | 铧 3 | 茏 4 | 撮 5 | 疟 6 | 妖 7 | 惘 8 | 碉 9 | 丐 10 | 畈 11 | 匣 12 | 荀 13 | 玖 14 | 汨 15 | 珞 16 | 蘸 17 | 迤 18 | 掖 19 | 

睬 : 撮 0 | 妖 1 | 铧 2 | 碉 3 | 菠 4 | 畈 5 | 咚 6 | 荀 7 | 咛 8 | 汨 9 | 茏 10 | 蘸 11 | 疟 12 | 掖 13 | 惘 14 | 逶 15 | 丐 16 | 叽 17 | 匣 18 | 伉 19 | 

谕 : 畈 0 | 荀 1 | 碉 2 | 汨 3 | 妖 4 | 蘸 5 | 撮 6 | 掖 7 | 铧 8 | 逶 9 | 菠 10 | 叽 11 | 咚 12 | 伉 13 | 咛 14 | 弼 15 | 茏 16 | 庶 17 | 疟 18 | 郧 19 | 

禺 : 蘸 0 | 掖 1 | 汨 2 | 逶 3 | 荀 4 | 叽 5 | 畈 6 | 伉 7 | 碉 8 | 弼 9 | 妖 10 | 庶 11 | 撮 12 | 郧 13 | 铧 14 | 箍 15 | 菠 16 | 杷 17 | 咚 18 | 阙 19 | 

笙 : 叽 0 | 伉 1 | 逶 2 | 弼 3 | 掖 4 | 庶 5 | 蘸 6 | 郧 7 | 汨 8 | 箍 9 | 荀 10 | 杷 11 | 畈 12 | 阙 13 | 碉 14 | 枇 15 | 妖 16 | 豉 17 | 撮 18 | 偕 19 | 

嘶 : 庶 0 | 郧 1 | 弼 2 | 箍 3 | 伉 4 | 杷 5 | 叽 6 | 阙 7 | 逶 8 | 枇 9 | 掖 10 | 豉 11 | 蘸 12 | 偕 13 | 汨 14 | 蹼 15 | 荀 16 | 豚 17 | 畈 18 | 瓮 19 | 

鲟 : 杷 0 | 阙 1 | 箍 2 | 枇 3 | 郧 4 | 豉 5 | 庶 6 | 偕 7 | 弼 8 | 蹼 9 | 伉 10 | 豚 11 | 叽 12 | 瓮 13 | 逶 14 | 嘿 15 | 掖 16 | 趸 17 | 蘸 18 | 嘈 19 | 

芸 : 豉 0 | 偕 1 | 枇 2 | 蹼 3 | 阙 4 | 豚 5 | 杷 6 | 瓮 7 | 箍 8 | 嘿 9 | 郧 10 | 趸 11 | 庶 12 | 嘈 13 | 弼 14 | 荃 15 | 伉 16 | 漯 17 | 叽 18 | 疵 19 | 

孽 : 豚 0 | 瓮 1 | 蹼 2 | 嘿 3 | 偕 4 | 趸 5 | 豉 6 | 嘈 7 | 枇 8 | 荃 9 | 阙 10 | 漯 11 | 杷 12 | 疵 13 | 箍 14 | 韫 15 | 郧 16 | 铄 17 | 庶 18 | 屉 19 | 

耙 : 趸 0 | 嘈 1 | 嘿 2 | 荃 3 | 瓮 4 | 漯 5 | 豚 6 | 疵 7 | 蹼 8 | 韫 9 | 偕 10 | 铄 11 | 豉 12 | 屉 13 | 枇 14 | 厥 15 | 阙 16 | 嗒 17 | 杷 18 | 畹 19 | 

娲 : 漯 0 | 疵 1 | 荃 2 | 韫 3 | 嘈 4 | 铄 5 | 趸 6 | 屉 7 | 嘿 8 | 厥 9 | 瓮 10 | 嗒 11 | 豚 12 | 畹 13 | 蹼 14 | 钺 15 | 偕 16 | 沭 17 | 豉 18 | 逵 19 | 

愫 : 铄 0 | 屉 1 | 韫 2 | 厥 3 | 疵 4 | 嗒 5 | 漯 6 | 畹 7 | 荃 8 | 钺 9 | 嘈 10 | 沭 11 | 趸 12 | 逵 13 | 嘿 14 | 簌 15 | 瓮 16 | 掐 17 | 豚 18 | 嫖 19 | 

蓿 : 嗒 0 | 畹 1 | 厥 2 | 钺 3 | 屉 4 | 沭 5 | 铄 6 | 逵 7 | 韫 8 | 簌 9 | 疵 10 | 掐 11 | 漯 12 | 嫖 13 | 荃 14 | 懵 15 | 嘈 16 | 嘟 17 | 趸 18 | 娑 19 | 

嶙 : 沭 0 | 逵 1 | 钺 2 | 簌 3 | 畹 4 | 掐 5 | 嗒 6 | 嫖 7 | 厥 8 | 懵 9 | 屉 10 | 嘟 11 | 铄 12 | 娑 13 | 韫 14 | 翥 15 | 疵 16 | 佬 17 | 漯 18 | 谒 19 | 

镍 : 掐 0 | 嫖 1 | 簌 2 | 懵 3 | 逵 4 | 嘟 5 | 沭 6 | 娑 7 | 钺 8 | 翥 9 | 畹 10 | 佬 11 | 嗒 12 | 谒 13 | 厥 14 | 呜 15 | 屉 16 | 嶙 17 | 铄 18 | 糯 19 | 

阄 : 嘟 0 | 娑 1 | 懵 2 | 翥 3 | 嫖 4 | 佬 5 | 掐 6 | 谒 7 | 簌 8 | 呜 9 | 逵 10 | 嶙 11 | 沭 12 | 糯 13 | 钺 14 | 妞 15 | 畹 16 | 颊 17 | 嗒 18 | 莠 19 | 

僮 : 佬 0 | 谒 1 | 翥 2 | 呜 3 | 娑 4 | 嶙 5 | 嘟 6 | 糯 7 | 懵 8 | 妞 9 | 嫖 10 | 颊 11 | 掐 12 | 莠 13 | 簌 14 | 螃 15 | 逵 16 | 茗 17 | 沭 18 | 诧 19 | 

酗 : 嶙 0 | 糯 1 | 呜 2 | 妞 3 | 谒 4 | 颊 5 | 佬 6 | 莠 7 | 翥 8 | 螃 9 | 娑 10 | 茗 11 | 嘟 12 | 诧 13 | 懵 14 | 葩 15 | 嫖 16 | 炖 17 | 掐 18 | 疹 19 | 

剽 : 颊 0 | 莠 1 | 妞 2 | 螃 3 | 糯 4 | 茗 5 | 嶙 6 | 诧 7 | 呜 8 | 葩 9 | 谒 10 | 炖 11 | 佬 12 | 疹 13 | 翥 14 | 辫 15 | 娑 16 | 晏 17 | 嘟 18 | 罄 19 | 

蹭 : 茗 0 | 诧 1 | 螃 2 | 葩 3 | 莠 4 | 炖 5 | 颊 6 | 疹 7 | 妞 8 | 辫 9 | 糯 10 | 晏 11 | 嶙 12 | 罄 13 | 呜 14 | 椭 15 | 谒 16 | 粑 17 | 佬 18 | 壕 19 | 

豌 : 炖 0 | 疹 1 | 葩 2 | 辫 3 | 诧 4 | 晏 5 | 茗 6 | 罄 7 | 螃 8 | 椭 9 | 莠 10 | 粑 11 | 颊 12 | 壕 13 | 妞 14 | 阑 15 | 糯 16 | 鳌 17 | 嶙 18 | 柠 19 | 

恿 : 晏 0 | 罄 1 | 辫 2 | 椭 3 | 疹 4 | 粑 5 | 炖 6 | 壕 7 | 葩 8 | 阑 9 | 诧 10 | 鳌 11 | 茗 12 | 柠 13 | 螃 14 | 玷 15 | 莠 16 | 吝 17 | 颊 18 | 戛 19 | 

裘 : 粑 0 | 壕 1 | 椭 2 | 阑 3 | 罄 4 | 鳌 5 | 晏 6 | 柠 7 | 辫 8 | 玷 9 | 疹 10 | 吝 11 | 炖 12 | 戛 13 | 葩 14 | 俳 15 | 诧 16 | 锨 17 | 茗 18 | 呛 19 | 

亘 : 鳌 0 | 柠 1 | 阑 2 | 玷 3 | 壕 4 | 吝 5 | 粑 6 | 戛 7 | 椭 8 | 俳 9 | 罄 10 | 锨 11 | 晏 12 | 呛 13 | 辫 14 | 诤 15 | 疹 16 | 浠 17 | 炖 18 | 漱 19 | 

烬 : 吝 0 | 戛 1 | 玷 2 | 俳 3 | 柠 4 | 锨 5 | 鳌 6 | 呛 7 | 阑 8 | 诤 9 | 壕 10 | 浠 11 | 粑 12 | 漱 13 | 椭 14 | 莜 15 | 罄 16 | 杈 17 | 晏 18 | 槌 19 | 

楣 : 锨 0 | 呛 1 | 俳 2 | 诤 3 | 戛 4 | 浠 5 | 吝 6 | 漱 7 | 玷 8 | 莜 9 | 柠 10 | 杈 11 | 鳌 12 | 槌 13 | 阑 14 | 淇 15 | 壕 16 | 孳 17 | 粑 18 | 坳 19 | 

涿 : 浠 0 | 漱 1 | 诤 2 | 莜 3 | 呛 4 | 杈 5 | 锨 6 | 槌 7 | 俳 8 | 淇 9 | 戛 10 | 孳 11 | 吝 12 | 坳 13 | 玷 14 | 昙 15 | 柠 16 | 蜓 17 | 鳌 18 | 琬 19 | 

怂 : 杈 0 | 槌 1 | 莜 2 | 淇 3 | 漱 4 | 孳 5 | 浠 6 | 坳 7 | 诤 8 | 昙 9 | 呛 10 | 蜓 11 | 锨 12 | 琬 13 | 俳 14 | 蜻 15 | 戛 16 | 狩 17 | 吝 18 | 癣 19 | 

ｘ : 孳 0 | 坳 1 | 淇 2 | 昙 3 | 槌 4 | 蜓 5 | 杈 6 | 琬 7 | 莜 8 | 蜻 9 | 漱 10 | 狩 11 | 浠 12 | 癣 13 | 诤 14 | 咪 15 | 呛 16 | 砝 17 | 锨 18 | 懿 19 | 

饽 : 蜓 0 | 琬 1 | 昙 2 | 蜻 3 | 坳 4 | 狩 5 | 孳 6 | 癣 7 | 淇 8 | 咪 9 | 槌 10 | 砝 11 | 杈 12 | 懿 13 | 莜 14 | 皋 15 | 漱 16 | 楣 17 | 浠 18 | 蓦 19 | 

汀 : 狩 0 | 癣 1 | 蜻 2 | 咪 3 | 琬 4 | 砝 5 | 蜓 6 | 懿 7 | 昙 8 | 皋 9 | 坳 10 | 楣 11 | 孳 12 | 蓦 13 | 淇 14 | 沌 15 | 槌 16 | 伎 17 | 杈 18 | 陛 19 | 

糅 : 砝 0 | 懿 1 | 咪 2 | 皋 3 | 癣 4 | 楣 5 | 狩 6 | 蓦 7 | 蜻 8 | 沌 9 | 琬 10 | 伎 11 | 蜓 12 | 陛 13 | 昙 14 | 窨 15 | 坳 16 | 峋 17 | 孳 18 | 莒 19 | 

檀 : 楣 0 | 蓦 1 | 皋 2 | 沌 3 | 懿 4 | 伎 5 | 砝 6 | 陛 7 | 咪 8 | 窨 9 | 癣 10 | 峋 11 | 狩 12 | 莒 13 | 蜻 14 | 遁 15 | 琬 16 | 邝 17 | 蜓 18 | 峥 19 | 

唁 : 伎 0 | 陛 1 | 沌 2 | 窨 3 | 蓦 4 | 峋 5 | 楣 6 | 莒 7 | 皋 8 | 遁 9 | 懿 10 | 邝 11 | 砝 12 | 峥 13 | 咪 14 | 惴 15 | 癣 16 | 嵩 17 | 狩 18 | 瞠 19 | 

俣 : 峋 0 | 莒 1 | 窨 2 | 遁 3 | 陛 4 | 邝 5 | 伎 6 | 峥 7 | 沌 8 | 惴 9 | 蓦 10 | 嵩 11 | 楣 12 | 瞠 13 | 皋 14 | 粕 15 | 懿 16 | ［ 17 | 砝 18 | 籼 19 | 

隍 : 邝 0 | 峥 1 | 遁 2 | 惴 3 | 莒 4 | 嵩 5 | 峋 6 | 瞠 7 | 窨 8 | 粕 9 | 陛 10 | ［ 11 | 伎 12 | 籼 13 | 沌 14 | 燧 15 | 蓦 16 | 亳 17 | 楣 18 | 庥 19 | 

撬 : 嵩 0 | 瞠 1 | 惴 2 | 粕 3 | 峥 4 | ［ 5 | 邝 6 | 籼 7 | 遁 8 | 燧 9 | 莒 10 | 亳 11 | 峋 12 | 庥 13 | 窨 14 | 滁 15 | 陛 16 | 瘪 17 | 伎 18 | 臼 19 | 

撩 : ［ 0 | 籼 1 | 粕 2 | 燧 3 | 瞠 4 | 亳 5 | 嵩 6 | 庥 7 | 惴 8 | 滁 9 | 峥 10 | 瘪 11 | 邝 12 | 臼 13 | 遁 14 | 嗅 15 | 莒 16 | 鳄 17 | 峋 18 | 摁 19 | 

铿 : 亳 0 | 庥 1 | 燧 2 | 滁 3 | 籼 4 | 瘪 5 | ［ 6 | 臼 7 | 粕 8 | 嗅 9 | 瞠 10 | 鳄 11 | 嵩 12 | 摁 13 | 惴 14 | 脯 15 | 峥 16 | 霆 17 | 邝 18 | 佘 19 | 

茜 : 瘪 0 | 臼 1 | 滁 2 | 嗅 3 | 庥 4 | 鳄 5 | 亳 6 | 摁 7 | 燧 8 | 脯 9 | 籼 10 | 霆 11 | ［ 12 | 佘 13 | 粕 14 | 嚓 15 | 瞠 16 | 咯 17 | 嵩 18 | 圪 19 | 

钺 : 鳄 0 | 摁 1 | 嗅 2 | 脯 3 | 臼 4 | 霆 5 | 瘪 6 | 佘 7 | 滁 8 | 嚓 9 | 庥 10 | 咯 11 | 亳 12 | 圪 13 | 燧 14 | 馍 15 | 籼 16 | 妒 17 | ［ 18 | ］ 19 | 

枥 : 霆 0 | 佘 1 | 脯 2 | 嚓 3 | 摁 4 | 咯 5 | 鳄 6 | 圪 7 | 嗅 8 | 馍 9 | 臼 10 | 妒 11 | 瘪 12 | ］ 13 | 滁 14 | 翡 15 | 庥 16 | 痼 17 | 亳 18 | 钴 19 | 

ｖ : 咯 0 | 圪 1 | 嚓 2 | 馍 3 | 佘 4 | 妒 5 | 霆 6 | ］ 7 | 脯 8 | 翡 9 | 摁 10 | 痼 11 | 鳄 12 | 钴 13 | 嗅 14 | 擞 15 | 臼 16 | 銮 17 | 瘪 18 | 罔 19 | 

墒 : 妒 0 | ］ 1 | 馍 2 | 翡 3 | 圪 4 | 痼 5 | 咯 6 | 钴 7 | 嚓 8 | 擞 9 | 佘 10 | 銮 11 | 霆 12 | 罔 13 | 脯 14 | 孪 15 | 摁 16 | 铐 17 | 鳄 18 | 挞 19 | 

炖 : 痼 0 | 钴 1 | 翡 2 | 擞 3 | ］ 4 | 銮 5 | 妒 6 | 罔 7 | 馍 8 | 孪 9 | 圪 10 | 铐 11 | 咯 12 | 挞 13 | 嚓 14 | 懋 15 | 佘 16 | 咤 17 | 霆 18 | 羹 19 | 

藩 : 銮 0 | 罔 1 | 擞 2 | 孪 3 | 钴 4 | 铐 5 | 痼 6 | 挞 7 | 翡 8 | 懋 9 | ］ 10 | 咤 11 | 妒 12 | 羹 13 | 馍 14 | 钎 15 | 圪 16 | 糜 17 | 咯 18 | 滂 19 | 

脓 : 铐 0 | 挞 1 | 孪 2 | 懋 3 | 罔 4 | 咤 5 | 銮 6 | 羹 7 | 擞 8 | 钎 9 | 钴 10 | 糜 11 | 痼 12 | 滂 13 | 翡 14 | 糠 15 | ］ 16 | 惆 17 | 妒 18 | 叱 19 | 

箫 : 咤 0 | 羹 1 | 懋 2 | 钎 3 | 挞 4 | 糜 5 | 铐 6 | 滂 7 | 孪 8 | 糠 9 | 罔 10 | 惆 11 | 銮 12 | 叱 13 | 擞 14 | 睬 15 | 钴 16 | 耙 17 | 痼 18 | 愫 19 | 

泔 : 糜 0 | 滂 1 | 钎 2 | 糠 3 | 羹 4 | 惆 5 | 咤 6 | 叱 7 | 懋 8 | 睬 9 | 挞 10 | 耙 11 | 铐 12 | 愫 13 | 孪 14 | 猾 15 | 罔 16 | 徨 17 | 銮 18 | 祯 19 | 

鹦 : 惆 0 | 叱 1 | 糠 2 | 睬 3 | 滂 4 | 耙 5 | 糜 6 | 愫 7 | 钎 8 | 猾 9 | 羹 10 | 徨 11 | 咤 12 | 祯 13 | 懋 14 | 蜗 15 | 挞 16 | 懊 17 | 铐 18 | 藁 19 | 

摈 : 耙 0 | 愫 1 | 睬 2 | 猾 3 | 叱 4 | 徨 5 | 惆 6 | 祯 7 | 糠 8 | 蜗 9 | 滂 10 | 懊 11 | 糜 12 | 藁 13 | 钎 14 | 枞 15 | 羹 16 | 矍 17 | 咤 18 | 钒 19 | 

芷 : 徨 0 | 祯 1 | 猾 2 | 蜗 3 | 愫 4 | 懊 5 | 耙 6 | 藁 7 | 睬 8 | 枞 9 | 叱 10 | 矍 11 | 惆 12 | 钒 13 | 糠 14 | 豌 15 | 滂 16 | 蹭 17 | 糜 18 | 箴 19 | 

萋 : 懊 0 | 藁 1 | 蜗 2 | 枞 3 | 祯 4 | 矍 5 | 徨 6 | 钒 7 | 猾 8 | 豌 9 | 愫 10 | 蹭 11 | 耙 12 | 箴 13 | 睬 14 | 哎 15 | 叱 16 | 汞 17 | 惆 18 | 貂 19 | 

倜 : 矍 0 | 钒 1 | 枞 2 | 豌 3 | 藁 4 | 蹭 5 | 懊 6 | 箴 7 | 蜗 8 | 哎 9 | 祯 10 | 汞 11 | 徨 12 | 貂 13 | 猾 14 | 峒 15 | 愫 16 | 腆 17 | 耙 18 | 轼 19 | 

荚 : 蹭 0 | 箴 1 | 豌 2 | 哎 3 | 钒 4 | 汞 5 | 矍 6 | 貂 7 | 枞 8 | 峒 9 | 藁 10 | 腆 11 | 懊 12 | 轼 13 | 蜗 14 | 稣 15 | 祯 16 | 彷 17 | 徨 18 | 岑 19 | 

氦 : 汞 0 | 貂 1 | 哎 2 | 峒 3 | 箴 4 | 腆 5 | 蹭 6 | 轼 7 | 豌 8 | 稣 9 | 钒 10 | 彷 11 | 矍 12 | 岑 13 | 枞 14 | 弭 15 | 藁 16 | 铂 17 | 懊 18 | 岫 19 | 

唉 : 腆 0 | 轼 1 | 峒 2 | 稣 3 | 貂 4 | 彷 5 | 汞 6 | 岑 7 | 哎 8 | 弭 9 | 箴 10 | 铂 11 | 蹭 12 | 岫 13 | 豌 14 | 轶 15 | 钒 16 | 暧 17 | 矍 18 | 噼 19 | 

蹉 : 彷 0 | 岑 1 | 稣 2 | 弭 3 | 轼 4 | 铂 5 | 腆 6 | 岫 7 | 峒 8 | 轶 9 | 貂 10 | 暧 11 | 汞 12 | 噼 13 | 哎 14 | 岷 15 | 箴 16 | 跆 17 | 蹭 18 | 戮 19 | 

瞑 : 铂 0 | 岫 1 | 弭 2 | 轶 3 | 岑 4 | 暧 5 | 彷 6 | 噼 7 | 稣 8 | 岷 9 | 轼 10 | 跆 11 | 腆 12 | 戮 13 | 峒 14 | 铬 15 | 貂 16 | 蔺 17 | 汞 18 | 赳 19 | 

郴 : 暧 0 | 噼 1 | 轶 2 | 岷 3 | 岫 4 | 跆 5 | 铂 6 | 戮 7 | 弭 8 | 铬 9 | 岑 10 | 蔺 11 | 彷 12 | 赳 13 | 稣 14 | 孽 15 | 轼 16 | 蜇 17 | 腆 18 | 鸠 19 | 

磬 : 跆 0 | 戮 1 | 岷 2 | 铬 3 | 噼 4 | 蔺 5 | 暧 6 | 赳 7 | 轶 8 | 孽 9 | 岫 10 | 蜇 11 | 铂 12 | 鸠 13 | 弭 14 | 弩 15 | 岑 16 | 忑 17 | 彷 18 | 塬 19 | 

娑 : 蔺 0 | 赳 1 | 铬 2 | 孽 3 | 戮 4 | 蜇 5 | 跆 6 | 鸠 7 | 岷 8 | 弩 9 | 噼 10 | 忑 11 | 暧 12 | 塬 13 | 轶 14 | 跺 15 | 岫 16 | 甭 17 | 铂 18 | 栈 19 | 

腆 : 蜇 0 | 鸠 1 | 孽 2 | 弩 3 | 赳 4 | 忑 5 | 蔺 6 | 塬 7 | 铬 8 | 跺 9 | 戮 10 | 甭 11 | 跆 12 | 栈 13 | 岷 14 | 楫 15 | 噼 16 | 忐 17 | 暧 18 | 膑 19 | 

娆 : 忑 0 | 塬 1 | 弩 2 | 跺 3 | 鸠 4 | 甭 5 | 蜇 6 | 栈 7 | 孽 8 | 楫 9 | 赳 10 | 忐 11 | 蔺 12 | 膑 13 | 铬 14 | 嗦 15 | 戮 16 | 腼 17 | 跆 18 | 跚 19 | 

郜 : 甭 0 | 栈 1 | 跺 2 | 楫 3 | 塬 4 | 忐 5 | 忑 6 | 膑 7 | 弩 8 | 嗦 9 | 鸠 10 | 腼 11 | 蜇 12 | 跚 13 | 孽 14 | 嫣 15 | 赳 16 | 蹒 17 | 蔺 18 | 蹋 19 | 

呻 : 忐 0 | 膑 1 | 楫 2 | 嗦 3 | 栈 4 | 腼 5 | 甭 6 | 跚 7 | 跺 8 | 嫣 9 | 塬 10 | 蹒 11 | 忑 12 | 蹋 13 | 弩 14 | 辘 15 | 鸠 16 | 撷 17 | 蜇 18 | 聩 19 | 

浣 : 腼 0 | 跚 1 | 嗦 2 | 嫣 3 | 膑 4 | 蹒 5 | 忐 6 | 蹋 7 | 楫 8 | 辘 9 | 栈 10 | 撷 11 | 甭 12 | 聩 13 | 跺 14 | 镁 15 | 塬 16 | 甥 17 | 忑 18 | 菅 19 | 

簧 : 蹒 0 | 蹋 1 | 嫣 2 | 辘 3 | 跚 4 | 撷 5 | 腼 6 | 聩 7 | 嗦 8 | 镁 9 | 膑 10 | 甥 11 | 忐 12 | 菅 13 | 楫 14 | 狙 15 | 栈 16 | 胤 17 | 甭 18 | 椽 19 | 

羌 : 撷 0 | 聩 1 | 辘 2 | 镁 3 | 蹋 4 | 甥 5 | 蹒 6 | 菅 7 | 嫣 8 | 狙 9 | 跚 10 | 胤 11 | 腼 12 | 椽 13 | 嗦 14 | 哆 15 | 膑 16 | 蔫 17 | 忐 18 | 砭 19 | 

宓 : 甥 0 | 菅 1 | 镁 2 | 狙 3 | 聩 4 | 胤 5 | 撷 6 | 椽 7 | 辘 8 | 哆 9 | 蹋 10 | 蔫 11 | 蹒 12 | 砭 13 | 嫣 14 | 陂 15 | 跚 16 | 霾 17 | 腼 18 | 笪 19 | 

莒 : 胤 0 | 椽 1 | 狙 2 | 哆 3 | 菅 4 | 蔫 5 | 甥 6 | 砭 7 | 镁 8 | 陂 9 | 聩 10 | 霾 11 | 撷 12 | 笪 13 | 辘 14 | 鹜 15 | 蹋 16 | 糅 17 | 蹒 18 | 诋 19 | 

笮 : 蔫 0 | 砭 1 | 哆 2 | 陂 3 | 椽 4 | 霾 5 | 胤 6 | 笪 7 | 狙 8 | 鹜 9 | 菅 10 | 糅 11 | 甥 12 | 诋 13 | 镁 14 | 噙 15 | 聩 16 | 硼 17 | 撷 18 | 丕 19 | 

